Pic ID,Date,Bank Name,Zipcode,State,Amount
2975,27-12-2021,,77009,TX,
2976,27-12-2021,,33134,FL,783.24
2976,27-12-2021,,33178,FL,465.77
2976,27-12-2021,,,,"2,113.50"
2976,27-12-2021,,,,"1,865.20"
2976,27-12-2021,,,,"1,336.89"
2976,27-12-2021,,,,"1,066.43"
2977,27-12-2021,commerce,90040,CA,81.61
2977,27-12-2021,cathay bank,33134,FL,804
2977,27-12-2021,professional bank,33178,FL,"2,070.00"
2977,27-12-2021,,11422,NY,1
2977,27-12-2021,,33146,FL,"1,233.64"
2977,27-12-2021,,33145,FL,"1,097.70"
2977,27-12-2021,,91007,CA,
2977,27-12-2021,,33144-0548,FL,
2978,27-12-2021,,33130,FL,"2,988.00"
2978,27-12-2021,,33134,FL,"2,322.59"
2978,27-12-2021,,33125,FL,"2,211.86"
2978,27-12-2021,,63440,MO,"2,176.67"
2978,27-12-2021,,77040,TX,"2,068.83"
2978,27-12-2021,,33178,FL,1
2978,27-12-2021,,,,"1,228.49"
2979,27-12-2021,,33134,FL,403
2979,27-12-2021,,33178,FL,349.18
2979,27-12-2021,,,,296.43
2979,27-12-2021,,,,145.5
2979,27-12-2021,,,,"1,926.74"
2979,27-12-2021,,,,"1,274.82"
2979,27-12-2021,,,,37.12
2988,27-12-2021,td bank,11214,NY,
3032,28-12-2021,,27106,NC,65
3032,28-12-2021,,,,62.14
3032,28-12-2021,,,,112.35
3032,28-12-2021,,,,110
3032,28-12-2021,,,,9
3157,30-12-2021,federal,19111-4901,PA,
3158,30-12-2021,bank of america,,,
3159,30-12-2021,,19115,PA,11.3
3159,30-12-2021,,19111-3429,PA,
3160,30-12-2021,capital one,70123,LA,92.73
3161,30-12-2021,wells fargo,19115,PA,500
3161,30-12-2021,wells fargo,,,422.3339
3162,30-12-2021,,19115,PA,800.22
3162,30-12-2021,,,,502
3163,30-12-2021,,70070,LA,
3164,30-12-2021,,,,497
3165,30-12-2021,bank of america,19115,PA,
3166,30-12-2021,,19115,PA,
3167,30-12-2021,fifth third bank,43026,OH,580
3167,30-12-2021,fifth third bank,,,560
3168,30-12-2021,fifth third bank,43235,OH,15
3168,30-12-2021,fifth third bank,,,10
3169,30-12-2021,chase,43235-2181,OH,550
3169,30-12-2021,chase,,,500
3169,30-12-2021,chase,,,"15,500.00"
3170,30-12-2021,financial credit union,43204,OH,95
3170,30-12-2021,financial credit union,,,102.49
3171,30-12-2021,pnc bank,7870,NJ,20
3171,30-12-2021,bank of america,,,154.61
3173,30-12-2021,,19115-2511,PA,
3174,30-12-2021,federal credit union,19115,PA,
3187,30-12-2021,,77365,TX,"8,587.54"
3187,30-12-2021,,,,500
3188,30-12-2021,amerant bank,90067,CA,"63,141.84"
3188,30-12-2021,amerant bank,85251,AZ,500
3193,30-12-2021,fifth third bank,43235,OH,
3888,7/12/2021,,70123-3813,LA,519.45
3889,7/12/2021,,70123-2921,LA,
3890,7/12/2021,federal,70124,LA,153.27
3890,7/12/2021,federal,70898,LA,
3891,7/12/2021,federal credit union,70123,LA,
3892,7/12/2021,,70003,LA,53
3894,7/12/2021,bank of america,90067,CA,563.43
3894,7/12/2021,bank of america,91505,CA,1
3894,7/12/2021,bank of america,70119,LA,
3895,7/12/2021,,70125-3496,LA,"2,728.57"
3895,7/12/2021,,70807-5454,LA,"1,800.00"
3895,7/12/2021,,70118,LA,"1,729.80"
3896,7/12/2021,,70123,LA,648
3897,7/12/2021,hancock whitney,70003,LA,"36,559.07"
3897,7/12/2021,hancock whitney,32811,FL,
3898,7/12/2021,,70065-2422,LA,
3903,7/12/2021,citi,19380,PA,"12,450.00"
3903,7/12/2021,citi,8865,NJ,1
4114,12/12/2021,usaa,33418-1565,FL,"9,500.00"
4114,12/12/2021,usaa,,,5.93
4114,12/12/2021,usaa,,,"5,000.00"
4114,12/12/2021,usaa,,,"4,500.00"
4843,30-11-2021,regions,71101,LA,"5,346.21"
4843,30-11-2021,regions,75701,TX,0.539
4843,30-11-2021,regions,75710,TX,
4844,30-11-2021,wells fargo,19106,PA,3.084.00
4844,30-11-2021,wells fargo,,,"3,084.00"
4844,30-11-2021,wells fargo,,,0
4845,30-11-2021,,14692,NY,"4,004.59"
4845,30-11-2021,,14850,NY,
4846,30-11-2021,,30161,GA,"1,792.16"
4847,30-11-2021,,90621,CA,12.800.66
4847,30-11-2021,,55130,MN,
4848,30-11-2021,wells fargo,21154-1041,MD,551.16
4849,30-11-2021,citi,26378,WV,5.2021
4849,30-11-2021,citi,,,147.55
4862,30-11-2021,usaa,4074,ME,
4863,30-11-2021,td bank,04070-1494,ME,170
4864,30-11-2021,,4039,ME,167.74
4865,30-11-2021,,04038-4005,ME,
4866,30-11-2021,bank of america,4074,ME,9.21
4866,30-11-2021,bank of america,,,138.98
4894,3/12/2021,,,,370.78
4894,3/12/2021,,,,"3,370.78"
4894,3/12/2021,,,,2.78
5423,8/12/2021,,92878,CA,"4,927.00"
5423,8/12/2021,,94104,CA,
5423,8/12/2021,,91710,CA,
5882,8/12/2021,chase,33437,FL,
5882,8/12/2021,chase,12108,NY,
5897,9/12/2021,,,,330
6731,30-11-2021,td bank,33461,FL,
6732,30-11-2021,citibank,33323-3317,FL,
6732,30-11-2021,citi,33321,FL,
6733,30-11-2021,pnc bank,33426-5321,FL,302
6734,30-11-2021,,33174,FL,
6736,30-11-2021,,33155,FL,60
6737,30-11-2021,popular bank,33172-5728,FL,366
6738,30-11-2021,,10308,NY,
6739,30-11-2021,,33183,FL,85.76
6739,30-11-2021,,33165,FL,
6740,30-11-2021,suntrust,33435,FL,
6741,30-11-2021,wells fargo,33324,FL,195
6742,30-11-2021,,33461,FL,768
6742,30-11-2021,,33322,FL,
6743,30-11-2021,,33143-3819,FL,3
6744,30-11-2021,chase,33172-3830,FL,2.5
6744,30-11-2021,chase,,,157.01
6745,30-11-2021,pnc bank,33467-2219,FL,166.5
6746,30-11-2021,td bank,33484-9140,FL,60
6747,30-11-2021,,33319,FL,73
6747,30-11-2021,,33063,FL,
6753,30-11-2021,bank of america,32966-8057,FL,175
6754,30-11-2021,chase,33186,FL,30
6755,30-11-2021,chase,33063-4027,FL,954.977
6755,30-11-2021,chase,,,214.9
6756,30-11-2021,chase,33186-8921,FL,170
6757,30-11-2021,,32966,FL,
6757,30-11-2021,,45431,OH,
6758,30-11-2021,bank of america,33409-7521,FL,
6759,30-11-2021,,33472,FL,
6761,30-11-2021,citibank,16625-0444,PA,9.3
6763,30-11-2021,chase,46803,IN,"3,500.00"
6763,30-11-2021,chase,46825,IN,
6764,30-11-2021,chase,46806,IN,94.5
6764,30-11-2021,chase,60670,IL,
6764,30-11-2021,chase,60156,IL,
6765,30-11-2021,chase,46815,IN,500
6766,30-11-2021,chase,46803,IN,155.13
6767,30-11-2021,chase,46804-0000,IN,549.18
6767,30-11-2021,chase,46808,IN,
6767,30-11-2021,chase,48226,MI,
6768,30-11-2021,chase,46835,IN,
6770,30-11-2021,regions,46803,IN,267.82
6770,30-11-2021,regions,46204-1007,IN,
6771,30-11-2021,marine,46528,IN,74
6771,30-11-2021,regions,,,"2,500.00"
6771,30-11-2021,,,,157
6772,30-11-2021,regions,46204,IN,"1,272.25"
6772,30-11-2021,regions,46131,IN,
6772,30-11-2021,regions,46202,IN,
6774,30-11-2021,,46805,IN,
6775,30-11-2021,,46803,IN,128.45
6776,30-11-2021,,46815,IN,
6778,30-11-2021,pnc bank,46805,IN,800
6778,30-11-2021,marine,,,
6780,30-11-2021,pnc bank,46851,IN,780.58
6780,30-11-2021,pnc bank,,,260.600.1222
6780,30-11-2021,pnc bank,,,9.3
6781,30-11-2021,pnc bank,43219,OH,6
6781,30-11-2021,pnc bank,46806-0000,IN,400
6784,30-11-2021,pnc bank,46835-1890,IN,
6866,2/12/2021,chase,95453,CA,900
6946,3/12/2021,wells fargo,90805-3904,CA,50
6947,3/12/2021,bank of america,91711-5104,CA,
6950,3/12/2021,bank of america,90661,CA,
6950,3/12/2021,bank of america,90803-1917,CA,
6951,3/12/2021,bank of america,91773-3818,CA,१७१.००
6953,3/12/2021,wells fargo,91750-2911,CA,781
6954,3/12/2021,federal credit union,90740,CA,108.2
6954,3/12/2021,federal,92880-8572,CA,
6955,3/12/2021,,92123,CA,40
6955,3/12/2021,,92591,CA,
6956,3/12/2021,,92618,CA,500
6956,3/12/2021,,92612,CA,222
6956,3/12/2021,,18301,PA,
6957,3/12/2021,wells fargo,,,300
6957,3/12/2021,wells fargo,,,63
6958,3/12/2021,wells fargo,89149-6447,NV,33.3
6959,3/12/2021,wells fargo,90004,CA,
6960,3/12/2021,,91750,CA,
6961,3/12/2021,wells fargo,87507-3554,NM,244
6962,3/12/2021,chase,,,2.784
7046,4/12/2021,,10043,NY,
7091,6/12/2021,regions,,,370.78
7091,6/12/2021,regions,,,"3,370.78"
7091,6/12/2021,regions,,,2.78
7094,6/12/2021,,19115,PA,52.92
7094,6/12/2021,,19116-2326,PA,
7096,6/12/2021,citi,,,137
7097,6/12/2021,,19135,PA,982.26
7099,6/12/2021,,19115,PA,100
7100,6/12/2021,citi,19149-0089,PA,590.58
7100,6/12/2021,citi,,,136.41
7101,6/12/2021,,14850,NY,"1,436.41"
7102,6/12/2021,,19115-1409,PA,136.74
7104,6/12/2021,,19115,PA,9
7104,6/12/2021,,19116-2326,PA,202.76
7105,6/12/2021,,19115,PA,50
7105,6/12/2021,,60014,IL,
7127,8/12/2021,citi,90074-2617,CA,"1,443.28"
7127,8/12/2021,citi,92335,CA,
7128,8/12/2021,,63195,MO,"2,864.59"
7128,8/12/2021,,92507,CA,
7129,8/12/2021,chase,85016,AZ,199.5
7129,8/12/2021,chase,70891,LA,
7130,8/12/2021,chase,77007,TX,2.800.62
7131,8/12/2021,bank of america,33487-1148,FL,30
7131,8/12/2021,bank of america,,,13.524856
7132,8/12/2021,bank of america,19081,PA,895
7132,8/12/2021,bank of america,10458-4914,NY,7
7132,8/12/2021,bank of america,,,1.32
7133,8/12/2021,pnc bank,77056-4117,TX,200
7134,8/12/2021,bank of america,,,"12,844.96"
7136,8/12/2021,,,,26.32
7137,8/12/2021,,,,32.31
7140,8/12/2021,chase,,,"4,912.66"
7140,8/12/2021,chase,,,2
7141,8/12/2021,wells fargo,,,700
7141,8/12/2021,capital one,,,325
7141,8/12/2021,,,,295
7141,8/12/2021,,,,230.05
7181,9/12/2021,valley bank,,,0
7182,9/12/2021,valley bank,94105,CA,24.17
7182,9/12/2021,valley bank,,,0.458
7184,9/12/2021,chase,11223-1809,NY,"4,000.00"
7184,9/12/2021,chase,19850-5944,DE,001.001.21336
7184,9/12/2021,chase,15944,PA,
7191,9/12/2021,,19115-1504,PA,200
7192,9/12/2021,,93637,CA,"3,550.00"
7192,9/12/2021,,10087,NY,
7192,9/12/2021,,28685,NC,
7197,9/12/2021,us bank,63110-2922,MO,69
7197,9/12/2021,citi,63109-3046,MO,58.35
7197,9/12/2021,,63119-5730,MO,56
7197,9/12/2021,,63119,MO,51.78
7197,9/12/2021,,63109-1113,MO,260
7197,9/12/2021,,63109-2216,MO,134
7197,9/12/2021,,63123-2711,MO,
7197,9/12/2021,,63119-4770,MO,
7197,9/12/2021,,63116-2102,MO,
7197,9/12/2021,,63119-2127,MO,
7198,9/12/2021,regions,63109,MO,60
7198,9/12/2021,regions,63126,MO,57.35
7198,9/12/2021,regions,63139-2145,MO,517.02
7198,9/12/2021,regions,63119-4142,MO,44.87
7198,9/12/2021,regions,63123,MO,4
7198,9/12/2021,regions,63109-2932,MO,253
7198,9/12/2021,regions,63116-3487,MO,1.19
7198,9/12/2021,regions,63123-3460,MO,
7199,9/12/2021,us bank,63109-3008,MO,90.55
7199,9/12/2021,us bank,63109,MO,88
7199,9/12/2021,us bank,63116,MO,87.97
7199,9/12/2021,us bank,63109-3414,MO,78
7199,9/12/2021,us bank,63119,MO,64.11
7199,9/12/2021,us bank,63116-1516,MO,60
7199,9/12/2021,us bank,63109-3328,MO,48
7199,9/12/2021,us bank,63139-2114,MO,13.6
7199,9/12/2021,us bank,63117-2300,MO,
7199,9/12/2021,us bank,63139-1441,MO,
7218,9/12/2021,bank of america,,,329.7
7250,10/12/2021,,,,1
7252,10/12/2021,bank of america,85004-2121,AZ,"9,150.00"
7276,11/12/2021,fifth third bank,43010,OH,
7277,11/12/2021,federal credit union,43213,OH,925
7277,11/12/2021,federal,43016,OH,
7278,11/12/2021,,43214,OH,443.9
7278,11/12/2021,,,,1.24
7279,11/12/2021,chase,43224-3345,OH,544
7279,11/12/2021,chase,,,250
7280,11/12/2021,,43228,OH,209.79
7280,11/12/2021,,43026,OH,
7281,11/12/2021,fifth third bank,43213,OH,0
7282,11/12/2021,federal credit union,43209,OH,
7283,11/12/2021,,,,150
7284,11/12/2021,chase,,,56
7284,11/12/2021,chase,,,50
7284,11/12/2021,chase,,,49.42
7284,11/12/2021,chase,,,30
7285,11/12/2021,,43224-1911,OH,237.96
7285,11/12/2021,,43229,OH,
7287,11/12/2021,chase,43004-0291,OH,85.32
7288,11/12/2021,,43235-2102,OH,
7289,11/12/2021,huntington,43213-2828,OH,53.7
7289,11/12/2021,huntington,,,38.01
7289,11/12/2021,huntington,,,21.95
7289,11/12/2021,huntington,,,172.25
7290,11/12/2021,chase,43232-5868,OH,
7292,11/12/2021,chase,43207-1101,OH,
7293,11/12/2021,fifth third bank,43206,OH,278
7293,11/12/2021,fifth third bank,,,199
7294,11/12/2021,chase,43213,OH,
7295,11/12/2021,huntington,45274-2510,OH,154.15
7296,11/12/2021,chase,43232-5868,OH,192.18
7297,11/12/2021,,43205-1424,OH,
7337,11/12/2021,bank of america,33472-2412,FL,345.88
7338,11/12/2021,bank of america,33071-5435,FL,4
7338,11/12/2021,bank of america,,,210
7339,11/12/2021,bank of america,,,348.5
7340,11/12/2021,bank of america,33446-3908,FL,429
7341,11/12/2021,bank of america,33458-7647,FL,360
7343,11/12/2021,bank of america,33170-6379,FL,276.2
7344,11/12/2021,bank of america,33173-2258,FL,181
7345,11/12/2021,bank of america,33176-8666,FL,
7346,11/12/2021,bank of america,33496-2167,FL,248
7347,11/12/2021,bank of america,33496-6675,FL,273
7349,11/12/2021,,7712,NJ,278
7350,11/12/2021,,34996,FL,425
7351,11/12/2021,td bank,33462-7046,FL,4
7357,6/12/2021,citi,18976-2715,PA,
7360,11/12/2021,pnc bank,43701-8291,OH,451
7361,11/12/2021,pnc bank,33414-6403,FL,
7362,11/12/2021,pnc bank,,,
7363,6/12/2021,wells fargo,91702,CA,315
7363,6/12/2021,wells fargo,92503,CA,
7363,11/12/2021,pnc bank,33461,FL,86
7364,6/12/2021,wells fargo,90074-8661,CA,
7364,6/12/2021,wells fargo,90029,CA,
7365,6/12/2021,us bank,97301-3896,OR,102.6
7365,6/12/2021,us bank,97301-2555,OR,
7365,6/12/2021,us bank,97239-1441,OR,
7365,11/12/2021,wells fargo,33177-1712,FL,
7366,6/12/2021,bank of america,90240,CA,0.17
7367,11/12/2021,wells fargo,33071-7896,FL,
7369,11/12/2021,,33183,FL,129.12
7369,11/12/2021,,33157,FL,
7370,11/12/2021,,33183,FL,780.26
7370,11/12/2021,,33193,FL,
7371,6/12/2021,umb bank,63113,MO,252.5
7371,6/12/2021,bank of america,63117-2404,MO,136.85
7371,6/12/2021,us bank,63108-2641,MO,12.01
7371,6/12/2021,,63108-2701,MO,"1,653.64"
7372,6/12/2021,lindell bank,69143,NE,950
7372,6/12/2021,us bank,63105-2317,MO,
7372,6/12/2021,regions,15730,PA,
7372,6/12/2021,,63117,MO,
7372,11/12/2021,citibank,33029,FL,118
7372,11/12/2021,citi,44513,OH,
7374,11/12/2021,citibank,33496,FL,"41,475"
7375,6/12/2021,wells fargo,11051,NY,
7375,6/12/2021,wells fargo,33433-7297,FL,
7375,11/12/2021,citibank,33437,FL,4
7376,6/12/2021,federal credit union,20735-8000,MD,"25,000"
7376,6/12/2021,federal,,,"1,419.18"
7376,6/12/2021,ncua,,,
7378,6/12/2021,pnc bank,46250,IN,"2,885.19"
7379,6/12/2021,chase,,,142.17
7380,6/12/2021,,11224,NY,
7383,6/12/2021,,,,73.07
7384,6/12/2021,capital one,11224,NY,105.58
7384,6/12/2021,capital one,19801,DE,
7385,6/12/2021,,11224,NY,100
7385,6/12/2021,,11104,NY,
7386,6/12/2021,,11375,NY,200
7386,6/12/2021,,10016-7419,NY,
7387,6/12/2021,capital one,11212,NY,497.609
7387,6/12/2021,capital one,11237,NY,"1,406.74"
7387,6/12/2021,capital one,,,0
7390,6/12/2021,chase,10001,NY,36
7390,6/12/2021,chase,11224-1070,NY,
7391,6/12/2021,,14541,NY,50
7391,11/12/2021,td bank,8232,NJ,620
7391,11/12/2021,td bank,8234,NJ,
7392,6/12/2021,jeff bank,10963-0008,NY,97
7392,11/12/2021,pnc bank,8094,NJ,374
7392,11/12/2021,pnc bank,8232,NJ,
7393,6/12/2021,capital one,11021,NY,
7393,6/12/2021,capital one,11224,NY,
7393,6/12/2021,capital one,11580-6124,NY,
7393,11/12/2021,wells fargo,8205,NJ,224.29
7393,11/12/2021,wells fargo,08234-5623,NJ,
7394,6/12/2021,chase,11224,NY,60
7394,6/12/2021,chase,11224-2240,NY,
7394,11/12/2021,td bank,8831,NJ,"2,000.00"
7394,11/12/2021,td bank,8089,NJ,
7395,6/12/2021,chase,11208,NY,547.85
7395,6/12/2021,chase,11224,NY,
7395,11/12/2021,,20855,MD,149.99
7395,11/12/2021,,20850,MD,
7395,11/12/2021,,08232-1251,NJ,
7396,11/12/2021,wells fargo,8205,NJ,"1,681.61"
7396,11/12/2021,wells fargo,8234,NJ,
7397,11/12/2021,,08234-4426,NJ,"2,261.52"
7397,11/12/2021,,08234-5623,NJ,
7398,6/12/2021,commerce,63117,MO,
7398,6/12/2021,commerce bank,,,
7399,6/12/2021,federal,20746-1374,MD,50
7399,6/12/2021,capital one,20746-2228,MD,15.95
7399,6/12/2021,bank of america,20746,MD,"1,305.62"
7399,6/12/2021,,20746-4642,MD,
7401,6/12/2021,federal,20019-4627,DC,91.89
7401,6/12/2021,bank of america,20746,MD,50
7401,6/12/2021,,20746-4810,MD,300
7401,6/12/2021,,,,15
7401,6/12/2021,,,,137
7402,6/12/2021,bank of america,20748-1427,MD,60.32
7402,6/12/2021,bank of america,,,500
7402,6/12/2021,bank of america,,,50
7402,6/12/2021,bank of america,,,40
7402,6/12/2021,bank of america,,,3.85
7404,6/12/2021,pnc bank,20817,MD,728.62
7404,6/12/2021,bank of america,20746,MD,5
7404,6/12/2021,,20744,MD,4
7404,6/12/2021,,20814,MD,"3,895.95"
7404,6/12/2021,,21202-4845,MD,250
7404,6/12/2021,,20737,MD,206.03
7404,6/12/2021,,20748-3358,MD,20
7404,6/12/2021,,20745-1307,MD,"1,390.00"
7404,6/12/2021,,48910,MI,
7404,6/12/2021,,23452,VA,
7405,6/12/2021,bb&t,20746,MD,71
7405,6/12/2021,bb&t,20746-4579,MD,54
7405,6/12/2021,bb&t,20768,MD,30.92
7405,6/12/2021,bb&t,,,28
7407,6/12/2021,,20746,MD,
7412,6/12/2021,,90086-0008,CA,100
7414,6/12/2021,chase,,,135
7417,6/12/2021,bank of america,75266-0579,TX,506.98
7417,6/12/2021,bank of america,17015,PA,82
7417,6/12/2021,bank of america,90746,CA,
7418,6/12/2021,wells fargo,10154,NY,161
7418,6/12/2021,wells fargo,45164-2000,OH,
7418,6/12/2021,wells fargo,90746,CA,
7418,6/12/2021,wells fargo,10020,NY,
7431,12/12/2021,chase,60478-5218,IL,"5,497"
7451,13-12-2021,prosperity bank,77055,TX,4
7451,13-12-2021,prosperity bank,77903,TX,129.9
7459,13-12-2021,umb bank,66219,KS,"2,500.00"
7460,13-12-2021,,90071-2427,CA,"2,947.88"
7460,13-12-2021,,4051,ME,
7461,13-12-2021,,,,5
7461,13-12-2021,,,,"1,929.02"
7464,13-12-2021,citibank,57117,SD,"29,000.70"
7464,13-12-2021,citi,19720,DE,
7466,13-12-2021,chase,78753,TX,4.999.00
7475,14-12-2021,bank of america,33442-8233,FL,
7476,14-12-2021,bank of america,33437-3769,FL,
7477,14-12-2021,bank of america,33449-4601,FL,277
7477,14-12-2021,bank of america,,,21
7478,14-12-2021,bank of america,33496-6682,FL,
7484,14-12-2021,huntington,24551,VA,"1,407.84"
7484,14-12-2021,bank of the james,,,
7484,14-12-2021,ubs,,,
7500,25-12-2021,chase,76132,TX,"6,987.38"
7500,25-12-2021,chase,75803,TX,"4,998.19"
7509,25-12-2021,citi,19120,PA,50
7510,25-12-2021,pnc bank,19141-3717,PA,40
7511,25-12-2021,,19120,PA,
7512,25-12-2021,wells fargo,19120-2223,PA,414.3
7512,25-12-2021,wells fargo,,,4.3
7513,25-12-2021,citi,,,63
7514,25-12-2021,citi,19120-1846,PA,314.96
7515,25-12-2021,pnc bank,19111-4906,PA,
7516,25-12-2021,wells fargo,,,
7517,25-12-2021,pnc bank,19124-3023,PA,23.5
7517,25-12-2021,pnc bank,,,100
10106,17-12-2021,chase,11432,NY,658.14
10106,17-12-2021,signature bank,10111,NY,411
10106,17-12-2021,,11023,NY,165
10449,20-12-2021,chase,11226,NY,"2,000.00"
10450,20-12-2021,federal,33483-3309,FL,168
10450,20-12-2021,bank of america,23228,VA,
10450,20-12-2021,,11203-4436,NY,
10451,20-12-2021,wells fargo,,,"1,266.18"
10452,20-12-2021,bank of america,11203,NY,500
10452,20-12-2021,bank of america,75380,TX,
10454,20-12-2021,capital one,11211-7108,NY,"2,500.00"
10454,20-12-2021,capital one,18505-0700,PA,"2,228"
10454,20-12-2021,capital one,11240,NY,"106,499.58"
10454,20-12-2021,capital one,13493,NY,100
10454,20-12-2021,capital one,11206,NY,9.2
10454,20-12-2021,capital one,8070,NJ,
10454,20-12-2021,capital one,8079,NJ,
10463,20-12-2021,citibank,73126,OK,6.730.00
10463,20-12-2021,citi,,,4
10487,1/12/2021,chase,,,"4,580.62"
10504,1/12/2021,td bank,10018,NY,"19,995.04"
10504,1/12/2021,td bank,10011,NY,
10525,1/12/2021,chase,70119,LA,
10526,1/12/2021,chase,70119-2635,LA,
10526,1/12/2021,cnb,,,
10527,1/12/2021,hancock whitney,70119,LA,40
10528,1/12/2021,,60660,IL,995
10528,1/12/2021,,60455,IL,
10529,1/12/2021,chase,70119-3706,LA,445
10531,1/12/2021,regions,70118,LA,
10595,21-12-2021,chase,33477-5075,FL,574
10595,21-12-2021,chase,,,132
10595,21-12-2021,chase,,,07.01.202
10596,21-12-2021,wells fargo,33436,FL,25
10596,21-12-2021,wells fargo,19404,PA,
10596,21-12-2021,wells fargo,34746-5655,FL,
10596,21-12-2021,wells fargo,33461-1113,FL,
10596,21-12-2021,wells fargo,33437-2811,FL,
10596,21-12-2021,wells fargo,33332,FL,
10597,21-12-2021,,,,"7,482.76"
10597,21-12-2021,,,,"7,312.61"
10597,21-12-2021,,,,"6,563.81"
10598,21-12-2021,td bank,33437,FL,341
10598,21-12-2021,td bank,32976,FL,105
10599,21-12-2021,bank of america,11714-4915,NY,520
10599,21-12-2021,chase,,,310
10599,21-12-2021,,,,3.98
10666,21-12-2021,wells fargo,27104,NC,75
10667,21-12-2021,federal credit union,27103,NC,8.45
10667,21-12-2021,federal,,,8
10668,21-12-2021,,75266-0831,TX,99.75
10668,21-12-2021,,28201-1246,NC,64
10668,21-12-2021,,27455,NC,40.95
10668,21-12-2021,,27265,NC,4
10668,21-12-2021,,27405,NC,244.7
10668,21-12-2021,,27410,NC,200.56
10669,21-12-2021,bank of america,,,"5,400.54"
10669,21-12-2021,bank of america,,,"4,531.24"
10669,21-12-2021,bank of america,,,2.000.12
10669,21-12-2021,bank of america,,,"2,900.54"
10669,21-12-2021,bank of america,,,"2,000.12"
11289,25-12-2021,chase,11206,NY,"5,788.40"
11290,25-12-2021,bank of america,23261,VA,906.82
11290,25-12-2021,bank of america,92708,CA,20.58
11290,25-12-2021,bank of america,11226,NY,
11290,25-12-2021,bank of america,10018,NY,
11433,6/12/2021,bank of america,90069-4120,CA,
11434,6/12/2021,bank of america,91506-2124,CA,"2,500"
11435,6/12/2021,,90069,CA,0
11435,6/12/2021,,90210,CA,
11436,6/12/2021,pacific western bank,90212,CA,
11436,6/12/2021,pacific western bank,90016-3913,CA,
11437,6/12/2021,chase,90024,CA,34.11
11438,6/12/2021,,19106,PA,170
11470,6/12/2021,,33311,FL,
11563,6/12/2021,,,,699
11563,6/12/2021,,,,5.42
11563,6/12/2021,,,,3.269
11563,6/12/2021,,,,"2,800.00"
11563,6/12/2021,,,,"2,800"
11616,7/12/2021,usaa,90403,CA,"8,500.00"
11616,7/12/2021,federal,,,500
11616,7/12/2021,,,,3.500.00
11672,27-12-2021,chase,90277,CA,983.26
11672,27-12-2021,chase,7470,NJ,9
11672,27-12-2021,chase,7028,NJ,
11672,27-12-2021,chase,07004-1561,NJ,
11673,27-12-2021,chase,11101,NY,361.52
11673,27-12-2021,chase,,,336
11674,27-12-2021,signature bank,11249,NY,"36,273.00"
11675,27-12-2021,first national bank,81064,CO,489.41
11675,27-12-2021,first national bank,8232,NJ,
11675,27-12-2021,first national bank,08201-0324,NJ,
11730,9/12/2021,td bank,33437,FL,301
11730,9/12/2021,td bank,32976-7089,FL,5
11733,9/12/2021,chase,33477,FL,574
11787,27-12-2021,pnc bank,08234-5640,NJ,791.1
11787,27-12-2021,pnc bank,,,"21,305.00"
11825,11/12/2021,bank of america,10118,NY,"14,850.00"
12151,30-12-2021,wells fargo,,,"7,150.00"
12532,1/12/2021,,11556,NY,"10,000.00"
12532,1/12/2021,,45237,OH,
12700,30-12-2021,,,,381
12700,30-12-2021,,,,24.202
12700,30-12-2021,,,,24.2001
12700,30-12-2021,,,,12.24
12772,3/12/2021,bb&t,11556,NY,"10,000.00"
12772,3/12/2021,bb&t,45237,OH,
12830,16-12-2021,,77005,TX,45.86
12831,16-12-2021,allegiance bank,15001,PA,873.95
12831,16-12-2021,allegiance bank,77074,TX,"4,355.92"
12831,16-12-2021,allegiance bank,77241-1314,TX,
12831,16-12-2021,allegiance bank,77008,TX,
12831,16-12-2021,allegiance bank,35609-2222,AL,
12832,16-12-2021,chase,77098-0815,TX,384.27
12832,16-12-2021,chase,77098,TX,"1,150.00"
12833,16-12-2021,chase,43229-5261,OH,234.21
12835,16-12-2021,pnc bank,63123-3445,MO,509.9
12836,16-12-2021,bank of america,63125-3211,MO,
12837,16-12-2021,,63129-6607,MO,
12838,16-12-2021,,63129-1619,MO,210
12839,16-12-2021,,63123-3454,MO,310.3
12881,16-12-2021,marine,43235,OH,"1,144"
12882,16-12-2021,fifth third bank,43231,OH,834
12911,17-12-2021,federal credit union,,,"5,988.92"
12938,17-12-2021,bank of america,90074,CA,"38,500.00"
12939,17-12-2021,,28306,NC,"6,534.97"
12952,17-12-2021,chase,,,432.39
12953,17-12-2021,merril,,,25.3
13024,5/12/2021,pacific western bank,02284-2577,MA,92.61
13024,5/12/2021,pacific western bank,93021,CA,
13024,5/12/2021,pacific western bank,91361,CA,
13026,5/12/2021,pacific western bank,92562,CA,"6,464.24"
13026,5/12/2021,pacific western bank,19171-3201,PA,
13026,5/12/2021,pacific western bank,15960,PA,
13027,5/12/2021,pacific western bank,90230,CA,"2,526.43"
13027,5/12/2021,pacific western bank,19176-0251,PA,
13027,5/12/2021,pacific western bank,92821,CA,
13043,17-12-2021,,7013,NJ,
13050,17-12-2021,bank of america,77079-3302,TX,0
13051,17-12-2021,,77055,TX,205.2
13051,17-12-2021,,78221,TX,
13052,17-12-2021,bank of america,77079-6515,TX,420
13053,17-12-2021,,,,"8,961.66"
13054,17-12-2021,,84640,UT,50
13054,17-12-2021,,3431,NH,
13055,17-12-2021,,4069,ME,50
13056,17-12-2021,,47164,IN,50
