Pic ID,Date,Bank Name,Zipcode,State,Amount
13057,17-12-2021,,57104,SD,"1,201.00"
13058,17-12-2021,key bank,,,"1,428.00"
13059,17-12-2021,,,,"5,212.00"
13060,17-12-2021,td bank,12110,NY,"45,000.00"
13061,17-12-2021,chase,,,285
13062,17-12-2021,us bank,60123-2800,IL,984.1
13062,17-12-2021,us bank,,,50
13112,18-12-2021,wells fargo,22041,VA,5.7
13112,18-12-2021,bbva,,,
13113,18-12-2021,chase,,,59.4
13113,18-12-2021,chase,,,24.1
13113,18-12-2021,chase,,,"10,000.00"
13129,1/12/2021,bank of america,91773-3818,CA,१५१.00
13130,1/12/2021,bank of america,91711-5104,CA,23
13132,1/12/2021,,92618,CA,222
13132,1/12/2021,,92612,CA,0
13135,1/12/2021,wells fargo,87507-3554,NM,4.12
13135,1/12/2021,wells fargo,,,244
13138,1/12/2021,wells fargo,89149-6447,NV,23.74
13140,1/12/2021,chase,,,2.794
13142,1/12/2021,bank of america,46803-3818,IN,935.69
13142,1/12/2021,bank of america,03821-1525,NH,193
13142,1/12/2021,bank of america,,,0
13143,1/12/2021,,4005,ME,107.9
13143,1/12/2021,,4074,ME,
13143,1/12/2021,,04062-4836,ME,
13144,1/12/2021,,4104,ME,1.561.87
13144,1/12/2021,,4101,ME,
13145,1/12/2021,,03901-2794,ME,25
13145,1/12/2021,,,,11.14.21
13146,1/12/2021,,4010,ME,"9,121.66"
13146,1/12/2021,,,,"4,500.00"
13146,1/12/2021,,,,"37,081.76"
13146,1/12/2021,,,,"32,501"
13146,1/12/2021,,,,"28,081.76"
13146,1/12/2021,,,,"13,621.66"
13148,1/12/2021,chase,77021-3768,TX,
13149,1/12/2021,bank of america,77019,TX,30.77
13150,1/12/2021,chase,75007,TX,22
13150,1/12/2021,chase,75201,TX,
13151,1/12/2021,wells fargo,77019,TX,"5,108.28"
13151,1/12/2021,wells fargo,60673-1215,IL,
13151,1/12/2021,wells fargo,77257,TX,
13152,1/12/2021,prosperity bank,19106,PA,"23,589.04"
13153,1/12/2021,first citizens bank,77002,TX,181.79
13153,1/12/2021,citi,77266,TX,"1,000.00"
13154,1/12/2021,prosperity bank,37068,TN,"39,819.73"
13154,1/12/2021,prosperity bank,35231,AL,"11,535.36"
13154,1/12/2021,prosperity bank,77025,TX,"1,567.94"
13154,1/12/2021,prosperity bank,10710,NY,
13154,1/12/2021,prosperity bank,55485,MN,
13154,18-12-2021,chase,48108-9775,MI,"1,000.00"
13154,18-12-2021,chase,48108-2297,MI,
13155,1/12/2021,citi,75266-0305,TX,420
13155,1/12/2021,citi,16863,PA,"3,000.00"
13155,1/12/2021,citi,77280-0020,TX,"2,252.75"
13155,1/12/2021,citi,91716,CA,"10,000.00"
13155,1/12/2021,citi,16834,PA,
13155,1/12/2021,citi,85062-9134,AZ,
13155,1/12/2021,citi,77280-0029,TX,
13155,1/12/2021,citi,16861,PA,
13155,1/12/2021,citi,77056,TX,
13155,6/12/2021,citi,37083,TN,252
13155,18-12-2021,fifth third bank,46229,IN,771.3
13155,18-12-2021,fifth third bank,47725,IN,"317,620.84"
13156,1/12/2021,wells fargo,77036,TX,"6,069.70"
13156,18-12-2021,chase,48108-2407,MI,220.63
13156,18-12-2021,chase,32902-9002,FL,
13157,1/12/2021,first citizens bank,15954,PA,257.5
13157,1/12/2021,citi,75320-3890,TX,
13157,1/12/2021,,77266,TX,
13157,18-12-2021,,48108,MI,168
13158,1/12/2021,chase,77006,TX,615
13158,18-12-2021,,60680-5516,IL,585.97
13158,18-12-2021,,48108,MI,"50,000"
13159,1/12/2021,prosperity bank,77055,TX,
13159,18-12-2021,pnc bank,19044,PA,510
13159,18-12-2021,pnc bank,48108,MI,
13160,1/12/2021,wells fargo,77007-2028,TX,471.6
13160,18-12-2021,,49247,MI,410.73
13160,18-12-2021,,49221,MI,4
13161,18-12-2021,wells fargo,48197-9602,MI,96.7
13161,18-12-2021,wells fargo,49203-3321,MI,
13162,18-12-2021,fifth third bank,15263,PA,4
13162,18-12-2021,fifth third bank,30110,GA,375
13162,18-12-2021,fifth third bank,48174,MI,
13163,2/12/2021,bank of america,,,"1,500.00"
13163,2/12/2021,merril,,,
13163,18-12-2021,bank of america,10474-6500,NY,257.85
13163,18-12-2021,bank of america,4106,ME,
13163,18-12-2021,bank of america,11797-2519,NY,
13164,2/12/2021,bank of america,21076,MD,685.35
13164,2/12/2021,bank of america,46825,IN,
13164,2/12/2021,bank of america,21201,MD,
13164,18-12-2021,marine,36330,AL,"45,000.00"
13164,18-12-2021,marine,33330,FL,150
13165,2/12/2021,bank of america,46808-2873,IN,"1,961.55"
13165,2/12/2021,bank of america,85224,AZ,
13165,2/12/2021,bank of america,85201,AZ,
13166,2/12/2021,bank of america,45262-5737,OH,516.89
13167,2/12/2021,bank of america,8534,NJ,"4,175.00"
13168,2/12/2021,bank of america,46815,IN,855.23
13170,2/12/2021,bank united,46825,IN,"1,500.00"
13174,2/12/2021,,46807,IN,550
13175,2/12/2021,,46802,IN,945.51
13175,2/12/2021,,46792,IN,
13176,2/12/2021,,46774,IN,875
13176,2/12/2021,,46825,IN,
13177,2/12/2021,fifth third bank,46818,IN,765.07
13177,2/12/2021,fifth third bank,46825,IN,
13179,2/12/2021,wells fargo,46804,IN,"4,500.00"
13180,2/12/2021,wells fargo,95798-9063,CA,46.04
13181,2/12/2021,wells fargo,,,"1,106.68"
13182,2/12/2021,wells fargo,27511,NC,30
13182,2/12/2021,wells fargo,46805,IN,
13185,2/12/2021,usaa,46135-8549,IN,
13189,2/12/2021,,46816,IN,
13190,2/12/2021,,46962,IN,
13192,2/12/2021,,7112,NJ,550.43
13192,2/12/2021,,,,155
13194,2/12/2021,chase,11222,NY,
13195,2/12/2021,chase,91401,CA,76.64
13195,2/12/2021,chase,90038,CA,
13196,2/12/2021,chase,90241,CA,535.2
13197,2/12/2021,wells fargo,77053-1408,TX,
13198,2/12/2021,wells fargo,33134,FL,
13201,2/12/2021,,,,454
13202,2/12/2021,,,,400
13203,2/12/2021,,90272,CA,500
13203,2/12/2021,,15332,PA,
13204,2/12/2021,,90272,CA,469.27
13205,2/12/2021,,91207,CA,
13206,2/12/2021,,90309,CA,312.3
13206,2/12/2021,,91755,CA,
13206,2/12/2021,,90501,CA,
13207,2/12/2021,first citizens bank,28335,NC,4
13207,2/12/2021,citi,28785,NC,"1,800.00"
13208,2/12/2021,,91754,CA,
13209,2/12/2021,bank of america,90631-9081,CA,62.02
13210,2/12/2021,bank of america,92071,CA,
13210,2/12/2021,bank of america,92019,CA,
13211,2/12/2021,bank of america,90504-3128,CA,
13212,2/12/2021,bank of america,90210-3326,CA,
13215,18-12-2021,,7928,NJ,"5,000.00"
13215,18-12-2021,,14203,NY,
13218,2/12/2021,td bank,4107,ME,88
13219,2/12/2021,td bank,,,1.025.00
13220,2/12/2021,federal credit union,4074,ME,25
13220,2/12/2021,federal,4106,ME,
13222,2/12/2021,,4039,ME,20.4
13223,2/12/2021,federal credit union,4943,ME,
13223,2/12/2021,federal,4967,ME,
13224,2/12/2021,,3229,NH,215
13225,2/12/2021,,4967,ME,75
13227,2/12/2021,federal credit union,4241,ME,95.73
13227,2/12/2021,federal,4274,ME,
13228,2/12/2021,federal credit union,4106,ME,50.47
13230,2/12/2021,,04101-2001,ME,139.6
13230,2/12/2021,,4107,ME,
13231,2/12/2021,bank of america,04074-7308,ME,63
13232,2/12/2021,federal credit union,4240,ME,
13232,2/12/2021,federal,04240-7166,ME,
13232,2/12/2021,key bank,,,
13233,2/12/2021,federal credit union,4106,ME,
13234,2/12/2021,federal credit union,4074,ME,
13236,2/12/2021,,04074-7149,ME,
13237,2/12/2021,bank of america,,,138.88
13238,2/12/2021,bank of america,04074-7308,ME,5.06
13239,2/12/2021,,4074,ME,6.21
13239,2/12/2021,,4104,ME,
13240,2/12/2021,wells fargo,,,18.116
13241,2/12/2021,chase,11226-7871,NY,610
13241,2/12/2021,chase,,,13.85
13242,2/12/2021,capital one,10461,NY,490.04
13243,2/12/2021,chase,11203,NY,4.38
13243,2/12/2021,chase,10292,NY,4
13243,2/12/2021,chase,10309,NY,192.86
13244,2/12/2021,wells fargo,11203,NY,9.67
13244,2/12/2021,wells fargo,80401,CO,426.13
13244,2/12/2021,wells fargo,14103,NY,
13244,2/12/2021,wells fargo,92708,CA,
13244,2/12/2021,wells fargo,55479,MN,
13245,2/12/2021,citi,11201,NY,5.64
13246,2/12/2021,citibank,11369,NY,10.14
13246,2/12/2021,citi,11354,NY,
13247,2/12/2021,chase,,,"174,124.58"
13248,2/12/2021,,92780,CA,"1,981.21"
13248,2/12/2021,,90622,CA,
13249,2/12/2021,bank of america,38017,TN,4
13249,2/12/2021,woodforest,30308,GA,
13287,7/12/2021,,48377,MI,8.62
13287,7/12/2021,,10020,NY,
13288,7/12/2021,centerstate,32236,FL,892.45
13289,7/12/2021,wells fargo,,,"1,048.43"
13290,7/12/2021,td bank,30096,GA,"54,367.50"
13290,7/12/2021,td bank,,,0.53
13291,7/12/2021,suntrust,32958,FL,"13,106.00"
13301,2/12/2021,,27215-8768,NC,"20,595.00"
13316,2/12/2021,capital one,84130-0285,UT,1.918.89
13318,2/12/2021,chase,46804-1618,IN,604.91
13319,2/12/2021,chase,46818,IN,950
13319,2/12/2021,chase,13206,NY,
13319,2/12/2021,chase,18505-6100,PA,
13320,2/12/2021,chase,46808-3738,IN,
13321,2/12/2021,chase,46805,IN,
13323,2/12/2021,pnc bank,46804,IN,219.94
13324,2/12/2021,pnc bank,46802-3748,IN,96
13324,2/12/2021,pnc bank,20171,VA,
13324,2/12/2021,pnc bank,20006-0000,DC,
13324,2/12/2021,pnc bank,72111,AR,
13326,2/12/2021,regions,33140,FL,
13330,2/12/2021,,46816,IN,24.05
13332,7/12/2021,capital one,70123-2516,LA,50
13333,2/12/2021,,92618,CA,114.25
13333,2/12/2021,,46982,IN,
13333,7/12/2021,capital one,70094,LA,
13334,2/12/2021,valley bank,46803-3576,IN,142.39
13334,2/12/2021,varo bank,46803,IN,0.447
13334,2/12/2021,,84020,UT,
13334,7/12/2021,,70123,LA,49.99
13334,7/12/2021,,,,2.3
13335,7/12/2021,,70123,LA,302
13336,2/12/2021,bank of america,8534,NJ,"1,277.00"
13336,7/12/2021,capital one,70123,LA,45
13337,2/12/2021,bank of america,77076,TX,792.86
13337,2/12/2021,bank of america,46805,IN,
13337,7/12/2021,capital one,70003,LA,35
13338,2/12/2021,bank of america,23261,VA,913.05
13338,2/12/2021,bank of america,46774,IN,
13338,2/12/2021,bank of america,48326,MI,
13338,2/12/2021,bank of america,92708,CA,
13338,7/12/2021,capital one,70030-4621,LA,
13339,2/12/2021,bank of america,46806,IN,264.05
13339,7/12/2021,,70047,LA,80
13340,2/12/2021,bank of america,46815,IN,221.02
13340,7/12/2021,,70121,LA,131
13341,2/12/2021,bank of america,31296-0001,GA,900
13341,2/12/2021,bank of america,46802-3830,IN,
13343,2/12/2021,,10466,NY,272.19
13344,2/12/2021,capital one,10466,NY,50.26
13344,2/12/2021,capital one,,,272.19
13351,2/12/2021,regions,33175,FL,
13352,2/12/2021,regions,33185-4301,FL,400.34
13354,2/12/2021,chase,91387,CA,562.435.7700
13354,2/12/2021,chase,90802,CA,380.78
13356,2/12/2021,chase,76714,TX,324.75
13356,2/12/2021,chase,77077,TX,
13359,2/12/2021,wells fargo,90074-8661,CA,970.5
13365,3/12/2021,,8009,NJ,"1,400.10"
13365,3/12/2021,,8234,NJ,0
13366,3/12/2021,,8232,NJ,11.5
13367,3/12/2021,,8234,NJ,1.757
13368,3/12/2021,,8234,NJ,17.06
13380,3/12/2021,suntrust,,,500
13381,3/12/2021,bank of america,,,354.92
13382,3/12/2021,ocean bank,33175,FL,760
13382,3/12/2021,community bank,,,
13422,4/12/2021,federal,08226-0360,NJ,250
13422,4/12/2021,federal,,,250
13423,4/12/2021,td bank,08234-5865,NJ,17.2021
13424,4/12/2021,bank of america,08234-7810,NJ,
13425,4/12/2021,,8330,NJ,250
13426,4/12/2021,financial credit union,19075,PA,
13427,4/12/2021,,8210,NJ,
13440,4/12/2021,,46815-4729,IN,120
13441,4/12/2021,,50131-3006,IA,"2,500.00"
13441,4/12/2021,,73101,OK,"2,000.00"
13441,4/12/2021,,22311,VA,
13441,4/12/2021,,50268,IA,
13442,4/12/2021,huntington,97208-4199,OR,"2,500.00"
13442,4/12/2021,bank of america,,,0.91
13443,4/12/2021,wells fargo,70118-3335,LA,"66,955.36"
13443,4/12/2021,wells fargo,66211,KS,
13444,4/12/2021,bank of america,10036,NY,995.53
13444,4/12/2021,bank of america,,,7.477.753
13444,4/12/2021,bank of america,,,4.995
13445,4/12/2021,bank of america,27601-2423,NC,76
13445,4/12/2021,bank of america,27408,NC,67.39
13445,4/12/2021,bank of america,27614,NC,259
13445,4/12/2021,bank of america,,,19.53
13446,4/12/2021,,33175,FL,10.4
13447,4/12/2021,centerstate,33157,FL,342.4
13448,4/12/2021,,33156,FL,
13448,8/12/2021,,20871,MD,"11,660.00"
13448,8/12/2021,,21201,MD,
13449,8/12/2021,td bank,33458,FL,690.42
13450,4/12/2021,ocean bank,33126,FL,
13452,4/12/2021,bank of america,,,175
13453,4/12/2021,wells fargo,33010-3526,FL,
13455,4/12/2021,,33130,FL,
13456,4/12/2021,,33037,FL,266.56
13456,4/12/2021,,33116-6277,FL,
13457,4/12/2021,,33160,FL,120
13458,4/12/2021,,33187,FL,518.4
13458,4/12/2021,,15821,PA,
13459,4/12/2021,,33146,FL,
13459,4/12/2021,,33176,FL,
13461,4/12/2021,bank of america,33013-1354,FL,
13462,4/12/2021,bank of america,33013-1354,FL,202
13463,4/12/2021,bank of america,33186-1879,FL,309.9
13464,4/12/2021,bank of america,33183,FL,242
13465,4/12/2021,bank of america,33172,FL,152
13466,4/12/2021,bank of america,33176-3811,FL,309.55
13467,4/12/2021,bank of america,33035-1127,FL,
13468,4/12/2021,bank of america,33176-3811,FL,
13469,4/12/2021,bank of america,33143-7307,FL,113.44
13470,4/12/2021,bank of america,33186-8039,FL,276.31
13471,4/12/2021,bank of america,33186-8039,FL,37.04
13472,4/12/2021,bank of america,33193,FL,99
13473,4/12/2021,bank of america,33175-4419,FL,
13474,4/12/2021,bank of america,33143-7170,FL,323.69
13475,4/12/2021,bank of america,33010,FL,
13475,4/12/2021,bank of america,33015-5224,FL,
13476,4/12/2021,bank of america,33176-6666,FL,399
13477,4/12/2021,bank of america,33173-4112,FL,
13478,4/12/2021,wells fargo,33160,FL,
13478,4/12/2021,wells fargo,17021,PA,
13479,4/12/2021,bank of america,33166-6277,FL,493.64
13479,4/12/2021,bank of america,33331-3638,FL,
13481,4/12/2021,professional bank,33146,FL,
13481,4/12/2021,professional bank,33176,FL,
13483,4/12/2021,,33146,FL,"1,050.00"
13483,4/12/2021,,33134,FL,
13484,4/12/2021,chase,33029,FL,160
13485,4/12/2021,chase,33130,FL,
13486,4/12/2021,,48708-7609,MI,
13487,4/12/2021,wells fargo,33116-4621,FL,198.58
13487,4/12/2021,wells fargo,33134-4615,FL,
13490,4/12/2021,wells fargo,34994-2140,FL,393
13498,4/12/2021,bank of america,92570-2578,CA,532.35
13498,4/12/2021,bank of america,90081,CA,
13499,4/12/2021,pacific western bank,92880,CA,500.2
13499,4/12/2021,pacific western bank,92878,CA,350
13500,4/12/2021,federal credit union,,,300
13501,4/12/2021,chase,91302,CA,
13503,4/12/2021,bank of america,92780-3549,CA,4
13503,4/12/2021,bank of america,,,300
13506,4/12/2021,,,,10
13507,4/12/2021,allegiance bank,77354,TX,91.6
13507,4/12/2021,allegiance bank,77021,TX,819.45
13507,4/12/2021,allegiance bank,77245-1314,TX,807
13507,4/12/2021,allegiance bank,77241-1314,TX,60
13507,4/12/2021,allegiance bank,76502,TX,532.29
13507,4/12/2021,allegiance bank,,,433
13507,4/12/2021,allegiance bank,,,355
13507,4/12/2021,allegiance bank,,,25.77
13507,4/12/2021,allegiance bank,,,200
13507,4/12/2021,allegiance bank,,,17.71
13507,4/12/2021,allegiance bank,,,142.95
13507,4/12/2021,allegiance bank,,,130
13507,4/12/2021,allegiance bank,,,120
13508,4/12/2021,chase,77230,TX,578.61
13508,4/12/2021,regions,77021,TX,408.57
13508,4/12/2021,,77221,TX,250
13508,4/12/2021,,77402,TX,14
13508,4/12/2021,,85038-0126,AZ,
13508,4/12/2021,,77004,TX,
13509,4/12/2021,usaa,,,47.78
13509,4/12/2021,chase,,,46.04
13509,4/12/2021,cashier's check,,,39.54
13509,4/12/2021,,,,212.9
13509,4/12/2021,,,,191.65
13510,4/12/2021,,77459,TX,60
13510,4/12/2021,,77033-2026,TX,45
13510,4/12/2021,,,,30
13511,4/12/2021,,77021-3112,TX,49.2
13511,4/12/2021,,77033-2101,TX,350
13511,4/12/2021,,77021,TX,10
13512,4/12/2021,,77021-2826,TX,30.17
13513,4/12/2021,chase,77087,TX,75
13513,4/12/2021,chase,77033-1612,TX,74.51
13513,4/12/2021,chase,77033-1315,TX,55
13513,4/12/2021,chase,77021-4356,TX,25
13513,4/12/2021,chase,,,20
13513,4/12/2021,chase,,,199.71
13513,4/12/2021,chase,,,147.84
13513,4/12/2021,chase,,,10
13514,4/12/2021,,77021,TX,70
13514,4/12/2021,,,,65
13514,4/12/2021,,,,365
13514,4/12/2021,,,,168.5
13518,4/12/2021,federal credit union,43074,OH,6.77
13518,4/12/2021,federal,,,24.1
13528,5/12/2021,,90009,CA,240
13528,5/12/2021,,6484,CT,
13535,5/12/2021,wells fargo,91739,CA,
13536,5/12/2021,capital one,23238,VA,"2,300.00"
13536,5/12/2021,capital one,94612,CA,
13536,5/12/2021,capital one,11423,NY,
13536,5/12/2021,capital one,11357,NY,
13537,5/12/2021,chase,,,80
13539,5/12/2021,,,,103.43
13540,5/12/2021,capital one,,,550
13562,5/12/2021,bank of america,27103-3823,NC,38.41
13563,5/12/2021,bank of america,27104-4138,NC,
13564,5/12/2021,,27114-6043,NC,84
13564,5/12/2021,,27103-1531,NC,
13565,5/12/2021,wells fargo,27103,NC,
13566,5/12/2021,first national bank,27104,NC,515
13567,5/12/2021,,27127,NC,104.05
13609,5/12/2021,,89149-6447,NV,3.3
13609,5/12/2021,,,,23.74
13619,9/12/2021,chase,90262,CA,323.567.1122
13619,9/12/2021,chase,,,323.563.5574
13619,9/12/2021,chase,,,"111,758.34"
13620,9/12/2021,,55060,MN,"3,500.00"
13620,9/12/2021,,55060-0567,MN,
13621,9/12/2021,comerica,,,"1,053.01"
13625,6/12/2021,,,,"8,950.00"
13625,6/12/2021,,,,"8,687.59"
13625,6/12/2021,,,,"8,487.59"
13625,6/12/2021,,,,200
13626,6/12/2021,wells fargo,07083-7744,NJ,
13628,6/12/2021,td bank,,,"5,679.77"
13630,6/12/2021,chase,46808,IN,581.4
13632,6/12/2021,chase,48243,MI,212.51
13634,6/12/2021,chase,90620,CA,1.000.00
13634,6/12/2021,chase,92701,CA,
13637,6/12/2021,,46808,IN,"1,002.83"
13637,6/12/2021,,46012,IN,
13638,6/12/2021,pnc bank,46037,IN,766.5
13638,6/12/2021,pnc bank,46805,IN,
13639,6/12/2021,pnc bank,46808,IN,120
13640,6/12/2021,,18938-1604,PA,
13641,6/12/2021,pnc bank,18938-1604,PA,
13645,9/12/2021,huntington,92646-4324,CA,144
13651,9/12/2021,bank of america,7870,NJ,420
13654,9/12/2021,ubs,,,100
13660,6/12/2021,,14850,NY,723.61
13675,6/12/2021,fifth third bank,,,150
13679,6/12/2021,,46806,IN,475.24
13679,6/12/2021,,28027,NC,
13679,6/12/2021,,27292,NC,
13680,6/12/2021,citi,34983,FL,700
13680,6/12/2021,bb&t,,,170
13682,6/12/2021,,7112,NJ,155
13684,6/12/2021,capital one,,,4
13686,6/12/2021,chase,33172-5597,FL,9.95
13686,6/12/2021,chase,10025,NY,3
13686,6/12/2021,chase,,,159
13688,6/12/2021,chase,90011,CA,400
13688,6/12/2021,chase,90022,CA,"1,000.00"
13689,9/12/2021,td bank,33126-1843,FL,830.37
13690,6/12/2021,chase,46803,IN,55.22
13691,6/12/2021,chase,46808,IN,73.34
13692,6/12/2021,chase,46804,IN,680
13692,6/12/2021,chase,,,1.11.2021
13697,6/12/2021,first citizens bank,21075,MD,541.5
13697,6/12/2021,citi,29406,SC,
13697,6/12/2021,,21215,MD,
13698,7/12/2021,suntrust,33176,FL,
13699,7/12/2021,chase,33182,FL,415
13699,7/12/2021,chase,33172,FL,
13701,7/12/2021,pnc bank,18938-1600,PA,70
13702,7/12/2021,pnc bank,18938-1571,PA,828.34
13703,7/12/2021,,46825-4302,IN,433
13704,7/12/2021,pnc bank,49024,MI,842
13704,7/12/2021,pnc bank,49008,MI,
13704,7/12/2021,pnc bank,46808,IN,
13705,7/12/2021,pnc bank,46808,IN,"1,002.83"
13705,7/12/2021,pnc bank,46012,IN,
13710,9/12/2021,pnc bank,33071,FL,"26,887.96"
13710,9/12/2021,pnc bank,7747,NJ,
13711,7/12/2021,,46806,IN,
13711,9/12/2021,pnc bank,33065-5012,FL,
13712,9/12/2021,pnc bank,33076,FL,
13713,9/12/2021,pnc bank,33065-5525,FL,
13716,7/12/2021,wells fargo,28398,NC,63.82
13716,7/12/2021,wells fargo,31040,GA,
13717,7/12/2021,wells fargo,,,385.14
13719,7/12/2021,bank of america,34231-1765,FL,750
13721,7/12/2021,,46741,IN,110
13722,7/12/2021,federal,46825,IN,
13723,7/12/2021,,46809,IN,"1,532.70"
13724,7/12/2021,,,,23
13732,7/12/2021,wells fargo,91101,CA,91.42
13733,7/12/2021,,90086-0008,CA,
13740,7/12/2021,bank of america,90019-2420,CA,
13741,7/12/2021,wells fargo,90036-3220,CA,
13742,7/12/2021,wells fargo,90028-4984,CA,
13742,7/12/2021,united states treasury,,,
13743,7/12/2021,chase,90603,CA,400
13744,7/12/2021,wells fargo,90746-1133,CA,213
13745,7/12/2021,wells fargo,91786,CA,916
13747,7/12/2021,pnc bank,,,261
13748,7/12/2021,,27410,NC,
13749,7/12/2021,,27608-2634,NC,"1,000.00"
13749,7/12/2021,,27265-2229,NC,
13749,7/12/2021,,1223,MA,
13750,7/12/2021,federal credit union,27114-6043,NC,775.31
13750,7/12/2021,federal,,,177
13751,7/12/2021,,27114-6043,NC,
13751,7/12/2021,,27103,NC,
13754,7/12/2021,wells fargo,27127,NC,86
13755,7/12/2021,wells fargo,27012-8540,NC,43.42
13756,7/12/2021,wells fargo,27127,NC,9.7
13756,7/12/2021,wells fargo,,,472
13757,7/12/2021,wells fargo,27127,NC,251
13758,7/12/2021,wells fargo,27104,NC,62.06
13758,7/12/2021,wells fargo,,,114.94
13759,7/12/2021,wells fargo,27104,NC,
13760,7/12/2021,wells fargo,27106-5821,NC,29
13761,7/12/2021,wells fargo,24319,VA,49
13762,7/12/2021,,27106,NC,702.13
13763,7/12/2021,,27106,NC,5
13765,7/12/2021,fifth third bank,60155,IL,212.18
13767,7/12/2021,,60516-4035,IL,100
13768,7/12/2021,,27106-2512,NC,
13769,7/12/2021,,27104,NC,140
13773,7/12/2021,wells fargo,,,700.8
13773,7/12/2021,citibank,,,400.8
13779,8/12/2021,chase,46804,IN,543.69
13780,8/12/2021,chase,46803,IN,102.05
13780,8/12/2021,chase,46815,IN,
13781,8/12/2021,chase,77087-6556,TX,297.12
13781,8/12/2021,chase,77251,TX,
13782,8/12/2021,chase,95126,CA,560.05
13782,8/12/2021,chase,91306,CA,
13785,8/12/2021,pnc bank,18938-1604,PA,9.11
13786,8/12/2021,,18938-1604,PA,4
13787,8/12/2021,pnc bank,46801,IN,"1,198.50"
13787,8/12/2021,pnc bank,46818,IN,
13788,8/12/2021,pnc bank,46802-5015,IN,760
13788,8/12/2021,pnc bank,,,260.432.3715
13788,8/12/2021,pnc bank,,,10.22
13793,8/12/2021,,55440-0044,MN,261.11
13794,8/12/2021,huntington,,,"4,338.85"
13795,8/12/2021,wells fargo,91201-4758,CA,4
13795,8/12/2021,wells fargo,,,07.27.2021
13796,8/12/2021,wells fargo,90402-2408,CA,942.1
13796,8/12/2021,wells fargo,60675-4618,IL,25
13797,8/12/2021,wells fargo,91750-2911,CA,780
13798,8/12/2021,wells fargo,46805,IN,375
13800,8/12/2021,signature bank,10003,NY,625.54
13800,8/12/2021,signature bank,10454,NY,
13800,8/12/2021,signature bank,10075,NY,
13801,8/12/2021,,92690,CA,117.53
13801,8/12/2021,,15140,PA,
13801,8/12/2021,,90723,CA,
13802,8/12/2021,bank of america,90703,CA,159.16
13802,8/12/2021,bank of america,90045,CA,
13803,8/12/2021,bank of america,91711-1274,CA,
13804,8/12/2021,bank of america,46714-0611,IN,232.66
13805,8/12/2021,bank of america,38017,TN,167.58
13806,8/12/2021,bank of america,,,545.68
13808,8/12/2021,bank of america,46825,IN,17.5
13810,8/12/2021,bank of america,,,800.688.6086
13810,8/12/2021,bank of america,,,800.432.1000
13810,8/12/2021,bank of america,,,724.4022
13810,8/12/2021,bank of america,,,"25,800.50"
13812,8/12/2021,chase,,,1.26
13814,8/12/2021,chase,43207-1101,OH,"1,300"
13831,10/12/2021,bank of america,10466-3003,NY,925.44
13831,10/12/2021,bank of america,7011,NJ,"12,570.00"
13832,8/12/2021,,01888-4110,MA,165.09
13832,8/12/2021,,4401,ME,
13886,9/12/2021,bank of america,90505-5921,CA,367.02
13899,9/12/2021,first national bank,16150,PA,198.84
13900,9/12/2021,,33701,FL,182.58
13901,9/12/2021,pnc bank,15219,PA,507.26
13902,9/12/2021,citi,16150-0172,PA,372
13903,9/12/2021,,16146,PA,205.83
13903,9/12/2021,,44514,OH,
13904,9/12/2021,citi,16121-1066,PA,200
13904,9/12/2021,citi,16125-8319,PA,
13905,9/12/2021,bank of america,16121,PA,65
13906,9/12/2021,,16121-2413,PA,
13907,9/12/2021,community bank,97305,OR,700.86
13907,9/12/2021,community bank,16146,PA,
13907,9/12/2021,community bank,99107,WA,
13907,9/12/2021,community bank,60148,IL,
13908,9/12/2021,,16146,PA,137.19
13909,9/12/2021,huntington,16101,PA,900
13909,9/12/2021,huntington,44430-0901,OH,
13909,9/12/2021,huntington,44485,OH,
13910,9/12/2021,federal,44095,OH,250
13911,9/12/2021,bank of america,11211,NY,577.02
13911,9/12/2021,chase,19850-5944,DE,500
13911,9/12/2021,signature bank,11206-5117,NY,50
13911,9/12/2021,,11205-1000,NY,400
13911,9/12/2021,,10952-2314,NY,270.17
13911,9/12/2021,,11206-5184,NY,220
13911,9/12/2021,,,,216.1
13911,9/12/2021,,,,21
13912,9/12/2021,capital one,91505,CA,6.073
13912,9/12/2021,bank of america,11249,NY,577.02
13912,9/12/2021,citi,11206,NY,363
13912,9/12/2021,,7206,NJ,276.17
13912,9/12/2021,,10018,NY,2.94
13912,9/12/2021,,,,0.7
13922,9/12/2021,,11230,NY,
13952,9/12/2021,,,,50
13955,9/12/2021,,,,282
13956,9/12/2021,td bank,,,
13958,9/12/2021,chase,,,5
13959,9/12/2021,,10036,NY,"5,000.00"
13959,9/12/2021,,11423,NY,184.7
13959,9/12/2021,,10001,NY,
13961,9/12/2021,chase,33328,FL,80
13962,9/12/2021,chase,33196-2707,FL,
13964,9/12/2021,bank of america,33012-3266,FL,
13967,9/12/2021,chase,,,350
13970,9/12/2021,td bank,,,7
13971,9/12/2021,chase,11229-5944,NY,
13972,9/12/2021,chase,,,6.21
13972,9/12/2021,chase,,,25
13973,9/12/2021,nycb,11229,NY,0
13979,9/12/2021,chase,,,"146,000.00"
13979,9/12/2021,bb&t,,,
13990,9/12/2021,chase,10036,NY,51.04
13990,9/12/2021,chase,11214,NY,50
13990,9/12/2021,chase,99336,WA,4
13990,9/12/2021,chase,90048,CA,240.61
13993,9/12/2021,,,,332.5
13994,9/12/2021,huntington,44512,OH,598.35
